,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best,communal
589,IND86466,18-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress; DMK: Dravida Munnetra Kazhagam,6,,,0,60,,356,South Asia,India,Puducherry,Puducherry,Puducherry,Puducherry,11.9338,79.8297,1,The Hindu,National,"On 18 December 2020, members of the INC and DMK held a protest in Puducherry UT (Puducherry, PD) against the new farm laws and in support of the farmers protesting in New Delhi.",0,crowd size=no report,1680633757,48619,117290,375962,48619,0
593,IND86468,18-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Punjab,Bathinda,Bathinda,Bathinda,30.2108,74.9452,1,Chandigarh Tribune,National,"On 18 December 2020, farmers staged a protest in Bathinda city (Punjab) against centrally passed farm laws.",0,crowd size=no report,1702343329,10611,28732,48836,10611,0
614,IND86429,17-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Tamil Nadu,Chennai,Chennai,Chennai,13.0878,80.2784,1,New Indian Express,Subnational,"On 17 December 2020, members of an employees union held a protest in Chennai city (Chennai, TN) demanding payment of pending salaries to contract workers.",0,crowd size=no report,1610484583,54409,297378,1237747,54409,0
619,IND86435,17-Dec-20,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),Farmers (India); BKU: Bharatiya Kisan Union,6,Police Forces of India (2014-),,1,16,,356,South Asia,India,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,Noida,28.5363,77.3807,1,Times of India,National,"On 17 December 2020, police stopped around 200 protesting farmers from the BKU at Noida (Gautam Buddha Nagar, UP) as they were marching to reach the Chilla border protest site. At least 22 farmers were detained and later released. One farmer suffered multiple injuries.",0,crowd size=around 200,1618493384,53738,143174,464064,53738,0
621,IND86406,17-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,,,0,60,,356,South Asia,India,Jharkhand,Ranchi,Nagri,Ranchi,23.3432,85.3094,1,United News of India,National,"On 17 December 2020, INC members staged a protest, in Ranchi (Jharkhand), over hike in LPG gas prices.",0,crowd size=no report,1618493364,60053,161543,373088,60053,0
637,IND86411,17-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Garo Ethnic Group (India); HNYF: Hynniewtrep National Youth Front; Khasi Tribal Group (India); Students (India),6,,,0,60,,356,South Asia,India,Meghalaya,East Khasi Hills,Mylliem,Shillong,25.5793,91.8942,1,Sentinel (India),National,"On 17 December 2020, members of Khasi Students' Union (KSU), Federation of Khasi Jaintia Garo People (FKJGP), Ri-bhoi Youth Front (RBYF), and the Hynniewtrep National Youth Front (HNYF) staged a protest in Shillong (Meghalaya) against the Citizenship (Amendment) Act, 2019 (CAA) and burned effigies of the NDA Government.",0,crowd size=no report,1706648932,11754,43179,59336,11754,0
652,IND86361,16-Dec-20,2020,1,Political violence,Riots,Mob violence,Rioters (India),JKAP: Jammu and Kashmir Apni Party,5,,,0,50,,356,South Asia,India,Jammu and Kashmir,Bandipora,Bandipora,Garoora,34.3747,74.6722,1,Kashmir Times,Subnational,"On 16 December 2020, Gupkar alliance and independent candidates alleged that JKAP members engaged in booth capturing at Garoora village (Bandipora district, J&K) during the local level elections in J&K.",0,crowd size=no report,1618493415,3670,6766,7842,6766,0
657,IND86394,16-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),AIKSCC: All India Farmers' Struggle Coordination Committee; Farmers (India),6,,,0,60,,356,South Asia,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Telegraph (India),National,"On 16 December 2020, around 40,000 people, including farmers under the aegis of All India Kisan Sangharsh Coordination Committee, staged a rally in Kolkata city (Kolkata district, West Bengal), demanding withdrawal of the recently passed farm legislations by the central government.",0,"crowd size=around 40,000",1610484589,68260,372495,1144661,68260,0
667,IND86382,16-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress; Government of India (2014-),6,,,0,60,,356,South Asia,India,Delhi,New Delhi,,Delhi - New Delhi,28.6321,77.2244,1,Indian Express; Indo-Asian News Service; Economic Times (India),National-International,"On 16 December 2020, Congress MPs from Punjab and Haryana staged a protest for the 10th day at Jantar Mantar in New Delhi (Delhi-New Delhi) demanding the convening of an immediate Parliament session to repeal centrally passed farm laws.",0,crowd size=no report,1680633732,42775,313290,547126,42775,0
685,IND86376,16-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,,356,South Asia,India,Manipur,Imphal West,Lamphelpat,Imphal,24.7992,93.9365,1,Imphal Free Press,Subnational,"On 16 December 2020, members of student unions staged a sit-in protest in the premises of District Institute of Education and Training (DIET) in Imphal (Imphal West district, Manipur) against allegedly not fulfilling their demand not to replace its principal-in-charge.",0,crowd size=no report,1714518463,20048,17791,16584,20048,0
719,IND86326,15-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,6,,,0,60,,356,South Asia,India,Maharashtra,Mumbai Suburban,Mumbai Suburban,Mumbai,19.0728,72.8826,1,Times of India,National,"On 15 December 2020, parents of students staged a protest, in Mumbai (Maharashtra), against high tuition fees during coronavirus. 70 booked, no arrests made.",0,crowd size=no report,1618493453,55231,136385,167764,55231,0
734,IND86303,15-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),APHC: All Parties Hurriyat Conference,6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Pakistan Press International,International,"On 15 December 2020, APHC took out a protest rally at Jammu city (J&K) in support of agitating farmers and against the new farm laws.",0,crowd size=no report,1680633751,27327,81459,106698,27327,0
738,IND86338,15-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),CPI: Communist Party of India; CPI(M): Communist Party of India (Marxist); CPI(ML): Communist Party of India (Marxist-Leninist),6,,,0,60,,356,South Asia,India,Puducherry,Puducherry,Puducherry,Puducherry,11.9338,79.8297,1,Times of India,National,"On 15 December 2020, members of the CPI, CPIML and CPIM held a protest in Puducherry UT (Puducherry, PD) against the new farm laws and in support of the farmers protesting in New Delhi.",0,crowd size=no report,1680633762,48619,117290,375962,48619,0
741,IND86347,15-Dec-20,2020,1,Political violence,Riots,Mob violence,Rioters (India),,5,Civilians (India),BJP: Bharatiya Janata Party; Government of India (2014-),7,57,Civilian targeting,356,South Asia,India,Uttar Pradesh,Mahoba,Charkhari,Karahara Khurd,25.4773,79.5949,2,Amar Ujala,Subnational,"On 15 December 2020, four unidentified assailants attacked the car of a BJP MLA near Karahara Khurd village (Mahoba, UP). Reasons unknown. No injuries or fatalities reported.",0,crowd size=4; local administrators,1702343329,2566,3421,14453,3421,0
750,IND86341,15-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),BKU: Bharatiya Kisan Union; Farmers (India),6,,,0,60,,356,South Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,3,Chandigarh Tribune; Hindustan Times; Indian Express; Pioneer (India); Times of India,Subnational-National,"On 15 December 2020, for the 75th consecutive day, farmers under the banner of Bharatiya Kisan Union staged protests across Punjab (coded as Chandigarh). Farmers have blocked toll plazas, fuel pumps, shopping malls and staged sit-in outside the residences of several BJP leaders.",0,crowd size=no report,1714518463,21915,123161,422580,21915,0
771,IND86135,14-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India); AIKSCC: All India Farmers' Struggle Coordination Committee; INC: Indian National Congress; CPI: Communist Party of India,6,,,0,60,,356,South Asia,India,Bihar,Saran,Chapra,Chapra,25.7803,84.747,2,Times of India,National,"On 14 December 2020, farmers along with AIKSCC, INC and CPI staged a protest in each district, including Saran district (Bihar), coded as Chapra, against the three farm ordinances passed by the central government.",0,crowd size=no report,1610484592,41179,111134,201623,41179,0
790,IND86145,14-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India); AIKSCC: All India Farmers' Struggle Coordination Committee; INC: Indian National Congress; CPI: Communist Party of India,6,,,0,60,,356,South Asia,India,Bihar,Lakhisarai,Lakhisarai,Lakhisarai,25.1646,86.0948,2,Times of India,National,"On 14 December 2020, farmers along with AIKSCC, INC and CPI staged a protest in each district, including Lakhisarai district (Bihar), against the three farm ordinances passed by the central government.",0,crowd size=no report,1610484593,23535,50874,171984,23535,0
791,IND86202,14-Dec-20,2020,1,Political violence,Riots,Mob violence,Rioters (India),LDF: Left Democratic Front,5,Rioters (India),SDPI: Social Democratic Party of India,5,55,,356,South Asia,India,Kerala,Kozhikode,Kozhikode,Koduvally,11.3597,75.9117,1,Times of India,National,"On 14 December 2020, members of the LDF and SDPI clashed with each other in Koduvally municipality (Kozhikode, KL) due to local body elections.",0,crowd size=no report,1610484593,9456,13580,33002,13580,0
806,IND86217,14-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),BJP: Bharatiya Janata Party; Government of India (2014-),6,,,0,60,,356,South Asia,India,Delhi,New Delhi,,Delhi - New Delhi,28.6321,77.2244,1,Asian News International; Hindustan Times; Hawk,National,"On 14 December 2020, 3 mayors of BJP-led municipal corporations and other BJP leaders staged a protest for the 8th day outside the Delhi CM residence in Civil Lines (Delhi-New Delhi), demanding the release of pending dues.",0,crowd size=no report,1618959172,42775,313290,547126,42775,0
824,IND86183,14-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Haryana,Sonipat,Sonipat,Sonipat,28.9947,77.0193,1,Hindustan Times,National,"On 14 December 2020, farmers staged a protest outside the DC office in Sonipat city (Haryana) against recently passed farm laws.",0,crowd size=no report,1680633744,23331,98408,187143,23331,0
841,IND86242,14-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress; Government of India (2014-),6,,,0,60,,356,South Asia,India,Punjab,Patiala,Rajpura,Shambhu,30.425,76.6866,1,Indo-Asian News Service,International,"On 14 December 2020, cabinet ministers from Punjab along with Congress leaders and members staged a protest at the Punjab-Haryana border at Shambhu (Patiala, Punjab), against centrally passed farm laws.",0,crowd size=no report,1680633749,2578,4980,17442,2578,0
853,IND86247,14-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress; DMK: Dravida Munnetra Kazhagam,6,,,0,60,,356,South Asia,India,Tamil Nadu,Ariyalur,Ariyalur,Ariyalur,11.1384,79.0755,1,The Hindu,National,"On 14 December 2020, members of the DMK and INC held a protest in Ariyalur city (Ariyalur, TN) against the new farm laws and in support of the farmers protesting in New Delhi.",0,crowd size=no report,1680633757,17191,21013,40528,17191,0
857,IND86268,14-Dec-20,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),CPI: Communist Party of India; CPI(M): Communist Party of India (Marxist); Farmers (India); AIKS: All India Kisan Sabha; MDMK: Marumalarchi Dravida Munnetra Kazhagam,6,Police Forces of India (2014-),,1,16,,356,South Asia,India,Tamil Nadu,Virudhunagar,Virudhunagar,Virudhunagar,9.585,77.9578,1,The Hindu,National,"On 14 December 2020, members of the AIKS, CPIM, CPI, MDMK held a protest in Virudhunagar town (Virudhunagar, TN) against the new farm laws and in support of the farmers protesting in New Delhi. Police arrested protesters.",0,crowd size=no report,1680633757,18787,54160,105597,18787,0
882,IND86287,14-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,West Bengal,Maldah,English Bazar,Malda,25.0107,88.1409,1,Telegraph (India),National,"On 14 December 2020, hundreds of paddy farmers staged a road blockade in Malda town (Malda district, West Bengal), against the alleged irregularities at the state-run paddy procurement center in the locality.",0,crowd size=hundreds,1707254079,16746,48875,128968,16746,0
886,IND86235,14-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),BKU: Bharatiya Kisan Union; CITU: Centre of Indian Trade Unions; Farmers (India); KKU: Kirti Kisan Union; KMSC: Farm Laborer Struggle Committee; Labor Group (India); Women (India),6,,,0,60,,356,South Asia,India,Punjab,Hoshiarpur,Hoshiarpur,Hoshiarpur,31.5317,75.912,1,United News of India,National,"On 14 December 2020, hundreds of women, farmers, and labour group members including those from BKU, KMSC, KKU, CITU, Kul Hind Khet Mazdoor Union, Bhatta Mazdoor Union and Punjab Nirman Mazdoor Union staged a protest at the District Administrative Complex in Hoshiarpur city (Punjab), against recently passed farm laws.",0,crowd size=hundreds,1709668848,7443,28471,95093,7443,0
901,IND86168,14-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India); Health Workers (India); Labor Group (India); Women (India),6,,,0,60,,356,South Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,3,Hindustan Times; Times of India,National,"On 14 December 2020, farmers and members from the Sarv Karamchari Sangh and Asha Workers Association staged demonstrations across Haryana (coded as Chandigarh) in protest against centrally passed farm laws.",0,crowd size=no report,1714518463,21915,123161,422580,21915,0
908,IND86232,14-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),BKU: Bharatiya Kisan Union; Farmers (India),6,,,0,60,,356,South Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,3,Chandigarh Tribune; Hindustan Times; Indian Express; Pioneer (India); Times of India,Subnational-National,"On 14 December 2020, for the 74th consecutive day, farmers under the banner of Bharatiya Kisan Union staged protests across Punjab (coded as Chandigarh). Farmers have blocked toll plazas, fuel pumps, shopping malls and staged sit-in outside the residences of several BJP leaders.",0,crowd size=no report,1714518463,21915,123161,422580,21915,0
916,IND86177,14-Dec-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Haryana,Kaithal,Kaithal,Kaithal,29.8015,76.3995,1,Hindustan Times,National,"On 14 December 2020, farmers staged a protest outside the mini-secretariat in Kaithal city (Haryana) against recently passed farm laws.",0,crowd size=no report,1716919056,10552,38140,84026,10552,0
